,Code_postal,Commune,Voie,Lien,Description
10,1000,Pentagone,Allende (square Salvador),https://www.ebru.be/Streets/bruxelles-1000-square-salvador-allende.html,"Le square Salvador Allende - Bruxelles Pentagone  > Salvador Allendesquare

Origine du nom : de Salvador Allende (Valparaiso, le 26 juin 1908 - Santiago, le 11 septembre 1973), président chilien. Le square porte ce nom depuis son inauguration, le 11 septembre 2012, 39 ans après la mort d'Allende.

Le choix de l'emplacement du square est symbolique : presqu'en face du siège du parti socialiste, mais également là où se trouvait d'antan l'ancienne ambassade du Chili.

Il existe une place Salvador Allende à Evere.   Salvador Allende"
11,1000,Pentagone,Alost (rue d'),https://www.ebru.be/Streets/bruxelles-1000-rue-d-alost.html,"La rue d'Alost - Bruxelles Pentagone  > Aalststraat

Origine du nom : de la ville d'Alost, en province de Flandre-Orientale. La rue porte ce nom depuis 1854, pour des raisons inconnues. Ancien nom : Mourstrotje (ruelle de la Boue, parfois rue du Bourbier), en raison de l'insalubrité de l'endroit.  7-11. Les Anciens dépôts des Grands Magasins de la Bourse, classés par Arrêté royal du 28 mai 1998."
12,1000,Pentagone,Amigo (rue de l'),https://www.ebru.be/Streets/bruxelles-1000-rue-de-l-amigo.html,"La rue de l'Amigo - Bruxelles Pentagone  > Vruntstraat

Le nom d'""Amigo"" serait dû, s'il faut en croire la plupart des historiens de Bruxelles, au fait que la soldatesque espagnole du 16ème siècle connaissait mal le flamand: elle aurait confondu le mot ""vrunt"" (prison) avec le mot ""vriend"" (ami) et l'aurait donc traduit par ""amigo"", vocable espagnol que la population bruxelloise trouva sonore et imagé. Les plans de Bruxelles du milieu du 18ème siècle, par contre, tous rédigés en français, indiquent rue de la Vrunte. A la fin du même siècle, on écrit rue de l'Ami. En 1851, un arrêté communal change ""Ami"" en ""Amigo"", consacrant ainsi une longue habitude populaire. Pendant la guerre de 1914-1918, la plaque unilingue ""rue de l'Amigo"" est remplacée par une plaque donnant l'appellation flamande Vroendestraat. Et en 1955 Vroendestraat devint Vruntstraat...  Les Lions Cracheurs à l'arrière de la Maison Communale. © eBru - 05/2020"
13,1000,Pentagone,Anderlecht (porte d'),https://www.ebru.be/Streets/bruxelles-1000-porte-d-anderlecht.html,"La porte d'Anderlecht - Bruxelles Pentagone  > Anderlechtsepoort

Origine du nom : situé au bout de la rue d'Anderlecht, ce carrefour donne accès à la commune du même nom, par la chaussée de Mons. La porte d'Anderlecht historique, appelée t'Cruyseken ou Kruyskenspoort, faisait partie de la seconde enceinte de Bruxelles et fut détruite en 1784.



Les deux pavillons de l'octroi de la nouvelle porte d'Anderlecht (1836), construits lors de l'aménagement des boulevards de petite ceinture), conçus par l'architecte > Auguste Payen, sont classés depuis le 22 avril 1999. "
14,1000,Pentagone,Anderlecht (rue d'),https://www.ebru.be/Streets/bruxelles-1000-rue-d-anderlecht.html,"La rue d'Anderlecht - Bruxelles Pentagone  > Anderlechtsesteenweg

Origine du nom : mène à la porte d'Anderlecht et, au-delà, à la commune d'Anderlecht . Ancien nom : chaussée d'Anderlecht.  "
15,1000,Pentagone,Anneessens (place),https://www.ebru.be/Streets/bruxelles-1000-place-anneessens.html,"La place Anneessens - Bruxelles Pentagone  > Anneessensplein

Origine du nom : de François Anneessens (Bruxelles, baptisé le 25 février 1660 - Bruxelles, le 19 septembre 1719), doyen du métier des Quatre Couronnés, décapité sur la Grand-Place pour avoir défendu les franchises communales contre le despotisme autrichien. La place porte ce nom depuis 1889. Anciens noms : place du Vieux Marché, place Joseph Lebeau (1870). Alle fut longtemps connue comme Den â mèt et ensuite Den âven â mèt (l'ancien Vieux Marché).

La rue Anneessens porte également son nom.



La statue de François Anneessens, (1889), du sculpteur Thomas Vinçotte.   © 2020 eBru"
16,1000,Pentagone,Anneessens (rue),https://www.ebru.be/Streets/bruxelles-1000-rue-anneessens.html,"La rue Anneessens - Bruxelles Pentagone  > Anneessensstraat

En 1851 le Conseil communal donna le nom de François Anneessens, décapité en 1719, à la petite rue du Moulin, tracée dix ans plus tôt.

La place Anneessens porte également son nom.  "
17,1000,Pentagone,Anspach(boulevard),https://www.ebru.be/Streets/bruxelles-1000-boulevard-anspach.html,"Le boulevard Anspach - Bruxelles Pentagone  > Anspachlaan

Origine du nom : de Jules Anspach (Bruxelles, le 20 juillet 1829 - Etterbeek, le 19 mai 1879), avocat, bourgmestre de Bruxelles du 15 décembre 1863 à sa mort, promoteur du voûtement de la Senne (1867), des boulevards centraux de la ville (1871) et de la Bourse de Bruxelles (1874). La voie porte ce nom depuis 1879, immédiatement après son décès. Ancien nom : boulevard Central, depuis son ouverture en 1871.

Le boulevard porte également le nom d'Alix, le personnage créé par Jacques Martin.

> Toutes les ""rues BD""du Pentagone.  85. L'ancien cinéma Pathé Palace. © eBru - 05/2020 Jules Anspach"
18,1000,Pentagone,Anvers (boulevard d'),https://www.ebru.be/Streets/bruxelles-1000-boulevard-d-anvers.html,"Le boulevard d'Anvers - Bruxelles Pentagone  > Antwerpselaan

Origine du nom : de l'ancienne porte d'Anvers qui se trouvait à proximité. La voie porte ce nom depuis 1830. Ancien nom : boulevard de Guillaume, en hommage au roi des Pays-Bas réunis.

A ne pas confondre avec la chaussée d'Anvers, toute proche, mais qui se trouve hors du Pentagone.  "
19,1000,Pentagone,Anvers (porte d'),https://www.ebru.be/Streets/bruxelles-1000-porte-d-anvers.html,"La porte d'Anvers - Bruxelles Pentagone  > Antwerpsepoort

Origine du nom : de la proximité du boulevard d'Anvers et de la chaussée d'Anvers. A cet endroit se dressait l'ancienne porte de Laeken, définitivement démolie en 1838, année où ce carrefour reçut son nom actuel.  "
20,1000,Pentagone,Arbalétriers (rue des),https://www.ebru.be/Streets/bruxelles-1000-rue-des-arbaletriers.html,"La rue des Arbalétriers - Bruxelles Pentagone  > Kruisboogschuttersstraat

La rue des Arbalétriers ne date que de 1920, mais n'est plus qu'une impasse.  "
21,1000,Pentagone,Arbre (rue de l'),https://www.ebru.be/Streets/bruxelles-1000-rue-de-l-arbre.html,"La rue de l'Arbre - Bruxelles Pentagone  > Boomstraat

Origine du nom : rappelle une ancienne rue de l'Arbre qui reliait jadis la rue des Sablons à la rue du Manège. La rue actuelle fut tracée en 1872, en même temps que le dernier tronçon de la rue de la Régence, à travers les vastes jardins des princes de Mérode.  "
22,1000,Pentagone,Arenberg (rue d'),https://www.ebru.be/Streets/bruxelles-1000-rue-d-arenberg.html,"La rue d'Arenberg - Bruxelles Pentagone  > Arenbergstraat

Origine du nom : de la famille seigneuriale de Montaigle, plus connue sous son nom germanique d'Arendberg ou d'Arenberg, qui acquit un terrain par ici, à la fin du 15ème siècle, et qui y vécut jusqu'en 1695. La rue porte ce nom depuis le 15ème siècle.  "
23,1000,Pentagone,Argent (rue d'),https://www.ebru.be/Streets/bruxelles-1000-rue-d-argent.html,"La rue d'Argent - Bruxelles Pentagone  > Zilverstraat

La rue d'Argent existait déjà au 14ème siècle, du moins la partie jusqu'à la rue des Boiteux. Le prolongement jusqu'à la place des Martyrs ne date que de 1775, année où cette place fut créée. Certains auteurs prétendent qu'à l'origine, cette rue s'appelait Sylvesterstrate (rue Sylvester) et que c'est par corruption que l'on a dit Sylverstrate, ""sylver"" étant l'ancienne ortographe flamande de ""zilver"", argent. La traduction française serait donc fautive. Ce n'est pas la seule...   © eBru 2020 "
24,1000,Pentagone,Arrosoir (rue de l'),https://www.ebru.be/Streets/bruxelles-1000-rue-de-l-arrosoir.html,"La rue de l'Arrosoir - Bruxelles Pentagone  > Gieterstraat

Origine du nom : info suivra  "
25,1000,Pentagone,Artois (rue d'),https://www.ebru.be/Streets/bruxelles-1000-rue-d-artois.html,"La rue d'Artois - Bruxelles Pentagone  > Artesiëstraat

Rue banale, discrète, tracée au cordeau vers 1840, à travers la prairie à blanchir appelée Rosbeemd. A l'origine, la rue reçut le nom de rue d'Arlon, mais mué en Artois après la construction du quartier Luxembourg, où une autre voie reçut le nom de rue d'Arlon.  17-19. L'église Saint-Antoine de Padoue(1868-1873), de style néogothique. Architecte Pierre Joseph Hubert Cuypers (1827-1921), classée depuis le 16 octobre 2013. "
26,1000,Pentagone,Association (rue de l'),https://www.ebru.be/Streets/bruxelles-1000-rue-de-l-association.html,"La rue de l'Association - Bruxelles Pentagone  > Verenigingsstraat

Cette rue fut tracée au cordeau en 1876, à travers les démolitions du vieux quartier lépreux de Notre-Dame-aux-Neiges. Son nom rend hommage à une de nos libertés constitutionnelles, le droit de l'association.  "
27,1000,Pentagone,Assaut (rue d'),https://www.ebru.be/Streets/bruxelles-1000-rue-d-assaut.html,"La rue d'Assaut - Bruxelles Pentagone  > Stormstraat

Nom BD : rue Wayne Shelton, de la série conçue par Christian Denayer et Jean Van Hamme.

Origine du nom : de la traduction erronée de la famille Storm qui habita déjà cette rue à la fin du 14ème siècle et dont plusieurs membres furent des échevins de la Ville de Bruxelles pendant les siècles suivants. Une explication plus populaire voudrait que le nom rappelle l'assaut et la libération de Bruxelles par Everaert 't Serclaes en 1356.  Extrait du Guide Anspach, vers 1945 :
Note d'urbanisme. La beauté de la vue. Du bas de cette rue on a une vue impressionnante de Sainte-Gudule. La magnifique collégiale est vue ici de bas en haut - entre deux alignements, assez rapprochés, de façades sombres, irrégulières. Bel amoncellement montueux, légèrement chaotique. Richesse non concertée. Abondance de lignes droites, heurtées, donnant une mesure sensible et plaisante de l'éloignement. Beauté hasardeuse, oserions-nous dire, et qu'aucun art humain n'a préconçue. Il y a lieu de remarquer que de telles vues imparfaites - incomplètes - de guingois - sont, du point de vue de l'exactitude archéologique aussi, satisfaisantes. Il est établi en effet que ces vieilles églises gothiques - celle-ci particulièrement - apparaissaient jadis au milieu de maisons en bois, de dimensions médiocres, irrégulières de lignes comme on peut imaginer. Ces maisons enserraient l'église jusque tout contre ses murs qui leur constituaient un appui. Ces belles perspectives dégagées qu'on aime à ménager ordinairement autour d'un édifice admiré ne conviendraient donc pas du tout ici. Elles seraient doublement malencontreuses."
28,1000,Pentagone,Augustins (rue des),https://www.ebru.be/Streets/bruxelles-1000-rue-des-augustins.html,"La rue des Augustins - Bruxelles Pentagone  > Augustijnenstraat

La courte rue des Augustins n'était qu'une partie de l'ancien Fossé aux Loups qui longeait l'extérieur du premier rempart. C'est en 1870, après le voûtement de la Senne, qu'on prolongea la rue Fossé aux Loups et qu'on donna officiellement le nom de rue des Augustins à ce tronçon.  "
29,1000,Pentagone,Banque (rue de la),https://www.ebru.be/Streets/bruxelles-1000-rue-de-la-banque.html,"La rue de la Banque - Bruxelles Pentagone  > Bankstraat

Origine du nom : de la proximité de la Banque nationale de Belgique.  "
30,1000,Pentagone,Barbe (impasse de la),https://www.ebru.be/Streets/bruxelles-1000-impasse-de-la-barbe.html,"L'impasse de la Barbe - Bruxelles Pentagone  > Baardgang

Vestige d'une impasse qui débouche au numéro 1 de la place Fontainas. Uniquement quelques pavés rappellent l'impasse historique qui s'enfonçait entre deux immeubles.  "
31,1000,Pentagone,Barchon (rue de),https://www.ebru.be/Streets/bruxelles-1000-rue-de-barchon.html,"La rue de Barchon - Bruxelles Pentagone  > Barchonstraat

Son nom lui a été donné en 1920 en hommage au village de Barchon, près de Liège, qui fut pillé et incendié par les Allemands le 15 août 1914. Précédemment, la rue de Barchon se nommait rue de la Voirie, nom qui n'était qu'un traduction assez pompeuse du nom flamand primitif: Mestbakstraat (rue du Dépôt d'Immondices). De fait, cette rue conduisait au ""Mestbak"", le lieu où, depuis le 16ème siècle, on prit l'habitude d'aller verser les ordures ménagères.  "
32,1000,Pentagone,Baron Horta (rue),https://www.ebru.be/Streets/bruxelles-1000-rue-baron-horta.html,"La rue Baron Horta - Bruxelles Pentagone  > Baron Hortastraat

Origine du nom : de Victor Horta (Gand, le 6 janvier 1861 - Bruxelles, le 8 septembre 1947), chef de file des architectes Art nouveau en Belgique. La rue, qui comporte un escalier décoratif de 53 marches, reçut ce nom après le décès de Horta, en raison du Palais des Beaux-Arts de Bruxelles qu'il dessina et que cette rue longe. Ancien nom : rue ou passage de la Bibliothèque.

La place Victor Horta à Saint-Gilles lui rend également hommage.  (en haut des escaliers) Statue (1836) d'Augustin-Daniel Belliard (1769-1832), en marbre blanc sur un socle en pierre bleue, par Guillaume Geefs, inaugurée en 1838. La statue est placée en face de l'endroit du parc de Bruxelles où Belliard est décédé, frappé d'apoplexie foudroyante.

> rue Belliard (Bruxelles-Ville/Etterbeek)



La Fontaine Baron Horta



3. (plaque) ""Near this site formerly stood the Pensionnat Héger where the writers Charlotte and Emily Brontë studied in 1842-43. This commemorative plaque was placed here by the Brontë Society with the kind permission of the Palais des Beaux-Arts/Paleis voor Schone Kunsten - 28-9-79.""



9. Cinematek, le musée du cinéma de Bruxelles, créé en 1962. Projection de films (anthologie, rétrospectives, cycles thématiques...)


www.cinematek.be


Une voie à Jette rend hommage à son fondateur Jacques Ledoux. www.cinematek.be"
33,1000,Pentagone,Barques (quai aux),https://www.ebru.be/Streets/bruxelles-1000-quai-aux-barques.html,"Le quai aux Barques - Bruxelles Pentagone  > Schuitenkaai

Le quai des Barques est le plus court des quais qui furent comblés progressivement entre 1853 et 1911. Il ne compte en effet plus que huit maisons. C'est en 1851 qu'on lui donna son nom actuel, car précédemment, il s'appelait ancien marché aux Cochons.  "
34,1000,Pentagone,Barricades (place des),https://www.ebru.be/Streets/bruxelles-1000-place-des-barricades.html,"La place des Barricades - Bruxelles Pentagone  > Barricadenplein

Origine du nom : en souvenir des barricades élevées dans les rues de Bruxelles lors des combats de la révolution de 1830. Ancien nom : place d'Orange (de la famille Orange-Nassau), depuis son ouverture en 1824 jusqu'en 1831.  Au centre de la place se trouve la statue d'André Vésale La statue d'André Vésale La plaque en honneur de Victor Hugo"
35,1000,Pentagone,Barthélémy (boulevard),https://www.ebru.be/Streets/bruxelles-1000-boulevard-barthelemy.html,"Le boulevard Barthélémy - Bruxelles Pentagone  > Barthélémylaan

Origine du nom : d'Antoine Barthélemy (Namur, le 3 février 1766 - Franc-Waret, le 10 novembre 1832), avocat, homme politique, membre du Congrès national, échevin de la Ville de 1794 à sa mort. La voie porte ce nom depuis son ouverture en 1841.  "
36,1000,Pentagone,Baudet (rue du),https://www.ebru.be/Streets/bruxelles-1000-rue-du-baudet.html,"La rue du Baudet - Bruxelles Pentagone  > Ezelstraat

Origine du nom : du nom d'un café qui se trouvait sur le coin avec la rue de Namur. Ancien nom : rue Saint-Joseph.  "
37,1000,Pentagone,Basse (rue Frédéric),https://www.ebru.be/Streets/bruxelles-1000-rue-frederic-basse.html,"La rue Frédéric Basse - Bruxelles Pentagone  > Frédéric Bassestraat

Origine du nom : de Frédéric Basse (Bruxelles, le 25 février 1785 - Bruxelles, le 30 juin 1848), industriel, homme politique, propriétaire des terrains sur lesquels la rue fut tracée. La rue porte son nom depuis le 17 octobre 1840, année de son ouverture, du vivant de l'intéressé donc.  "
38,1000,Pentagone,Béguinage (place du),https://www.ebru.be/Streets/bruxelles-1000-place-du-beguinage.html,"La place du Béguinage - Bruxelles Pentagone > Begijnhof

Origine du nom : rappelle le ""Grand Béguinage"" que Bruxelles a possédé pendant près de six siècles, créé vers 1250. En 1797, le régime français ferma l'église et les béguines se dispersèrent peu à peu. Dès 1798, on commença à morceler les vastes terrains et les sillonner de rues nouvelles.

La rue du Béguinage a la même origine. > Begijnhof

Origine du nom : rappelle le ""Grand Béguinage"" que Bruxelles a possédé pendant près de six siècles, créé vers 1250. En 1797, le régime français ferma l'église et les béguines se dispersèrent peu à peu. Dès 1798, on commença à morceler les vastes terrains et les sillonner de rues nouvelles.

La rue du Béguinage a la même origine.  L'
église Saint-Jean-Baptiste au Béguinage
. église Saint-Jean-Baptiste au Béguinage"
39,1000,Pentagone,Béguinage (rue du),https://www.ebru.be/Streets/bruxelles-1000-rue-du-beguinage.html,"La rue du Béguinage - Bruxelles Pentagone  > Begijnhofstraat

C'est en 1798 qu'on a donné les noms aux nouvelles rues à tracer à l'emplacement de l'ancien ""Grand Béguinage"". L'artère axiale de ce quartier fut appelée rue de la République. Après la bataille de Waterloo, elle devint la rue du Béguinage, historiquement plus correct.  15-17. Maisons du Béguinage classées par Arrêté Royal du 8 août 1988."
40,1000,Pentagone,Berlaimont (boulevard de),https://www.ebru.be/Streets/bruxelles-1000-boulevard-de-berlaimont.html,"Le boulevard de Berlaimont - Bruxelles Pentagone  > Berlaimontlaan

Origine du nom : de l'ancienne rue de Berlaimont qui se trouvait à peu près dans l'axe du boulevard. Elle rendait hommage à la comtesse Marguerite de Berlaimont qui y possédait un grand hôtel qu'elle convertit en couvent en 1642. Le boulevard, un tronçon de l'artère nord-sud de la Jonction ferroviaire percée en 1947-1952, porte ce nom depuis son ouverture en 1952.

A ne pas confondre avec l'avenue Louis Berlaimont à Auderghem.  14. La Banque nationale de Belgique (Hall Van Goethem) (1948-1957), dessinée par l'architecte Marcel van Goethem (Bruxelles, le 7 juin 1900 - 1959).



14. Vestiges de la première enceinte de Bruxelles. Classement 26 septembre 2002.



56. (en face) La Jeune fille nue agenouillée (vers 1952), une sculpture en bronze par Charles Leplae (Louvain, le 4 juin 1903 - Uccle, le 19 septembre 1961).



(à l'angle avec la rue de la Collégiale) - La Femme assise (1952), parfois appelée Femme drapée, une sculpture en bronze par George Grard (Tournai, le 26 novembre 1901 - Saint-Idesbald, le 26 septembre 1984)."
41,1000,Pentagone,Beurre (rue au),https://www.ebru.be/Streets/bruxelles-1000-rue-au-beurre.html,"La rue au Beurre - Bruxelles Pentagone  > Boterstraat

Origine du nom : du marché au beurre qui se trouvait à proximité, à l'endroit de l'actuelle Bourse. Ancien nom : Santstraete (rue au Sable) (12ème siècle).

Depuis la quinzaine de la BD 2006, la rue porte également le nom de rue Boule et Bill, les personnages créés par le dessinateur bruxellois Jean Roba.



> Léglise Saint-Nicolas.  Devant l'église Saint-Nicolas se trouve La Laitière, une statue du 17ème siècle du sculpteur Marc De Vos © eBru - 05/2020 La rue au Beurre... absolument vide © eBru - 05/2020 © eBru - 05/2020"
42,1000,Pentagone,Beyaert (cours Henri),https://www.ebru.be/Streets/bruxelles-1000-cours-henri-beyaert.html,"Le cours Henri Beyaert - Bruxelles Pentagone  > Henri Beyaertbinnenhof

Origine du nom : de Henri Beyaert (Courtrai, le 29 juillet 1823 - Bruxelles, le 22 janvier 1894), architecte. La voie porte ce nom depuis 1894, immédiatement après son décès. Ancien nom : rue de l'Orangerie, à son ouverture en 1783, sur un terrain où l'on avait essayé de cultiver des oranges.  Une plaque rend hommage à l'architecte Henri Beyaert, architecte de ce bâtiment.  Henri Beyaert comme il apparaissait sur les anciens billets de 100 francs belge"
43,1000,Pentagone,Bischoffsheim (boulevard de),https://www.ebru.be/Streets/bruxelles-1000-boulevard-de-bischoffsheim.html,"Le boulevard Bischoffsheim - Bruxelles Pentagone  > Bischoffsheimlaan

Origine du nom : de Jonathan-Raphaël Bischoffsheim (1808-1883), banquier, homme politique et philanthrope. La voie porte ce nom depuis 1883, immédiatement après son décès. Ancien nom : boulevard de l'Observatoire, depuis son ouverture vers 1825, en raison de la proximité de l'ancien Observatoire de Bruxelles.  26-27. Immeubles riverains de la place des Barricades classés par Arrêté royal du 8 août 1988."
44,1000,Pentagone,Blaes (rue),https://www.ebru.be/Streets/bruxelles-1000-rue-blaes.html,"La rue Blaes - Bruxelles Pentagone  > Blaesstraat

Origine du nom : de Michel-Auguste Blaes (Bruxelles, en 1809 - Bruxelles, le 2 décembre 1855), échevin des Travaux publics, originateur du projet de cette rue. La rue porte ce nom depuis son origine, à partir de 1858.  156. (plaque) ""A Jean et François Soetens - OMBR - morts pour la liberté, hommage et reconnaissance.""



158. Accès au parc ou plaine des Escargots, un espace de jeux aménagé à l'emplacement de l'ancienne impasse des Escargots."
45,1000,Pentagone,Blanchisserie (rue de la),https://www.ebru.be/Streets/bruxelles-1000-rue-de-la-blanchisserie.html,"La rue de la Blanchisserie - Bruxelles Pentagone  > Blekerijstraat

Rue tracée en 1618, plus ou moins en même temps que la rue Neuve.   © eBru 2020"
46,1000,Pentagone,Blindés (square des),https://www.ebru.be/Streets/bruxelles-1000-square-des-blindes.html,"Le square des Blindés - Bruxelles Pentagone  > Pantsertroepensquare

Un ""square"" formé par deux parterres avec des monuments de guerre à l'emplacement où se trouvait le pont des Barques. C'est ici qu'on a retrouvé en 1977 la grande roue en fonte sur laquelle ce pont tournait, et qui se trouve maintenant au ""Marché aux Poissons"", près de l'Eglise Sainte-Catherine.  La statue du pigeon-soldat.

Le Monument aux Autos-Blindés. La statue du Pigeon-Soldat © Emdee"
47,1000,Pentagone,Bobine (impasse de la),https://www.ebru.be/Streets/bruxelles-1000-impasse-de-la-bobine.html,"L'impasse de la Bobine - Bruxelles Pentagone  > Bobijngang

Impasse qui débouche au n° 1 de la rue du Gouvernement Provisoire.  "
48,1000,Pentagone,Bodeghem (rue),https://www.ebru.be/Streets/bruxelles-1000-rue-bodeghem.html,"La rue Bodeghem - Bruxelles Pentagone  > Bodegemstraat

Origine du nom : de Louis van Bodeghem (Bruxelles, en 1470 - Bruxelles, en 1540), architecte, sculpteur, qui contribua à l'ancienne Broodhuis (1516), rebaptisée plus tard en Maison du Roi. La rue porte son nom depuis 1869.

> place du Petit Sablon (statue)  "
